words,count
nwe,19
pride,8
worth,17
nthe,33
told,13
daughter,8
fantastic,16
slices,17
highly,9
brought,19
call,10
recommend,12
tell,13
phone,7
warm,8
excellent,29
times,11
amazing,44
pizza,352
wrong,7
las,7
welcomed,7
bread,18
meat,27
forgot,7
zeppole,6
little,23
free,24
ate,11
isn,10
delicious,51
wasn,14
service,91
top,19
flavorful,12
don,28
definitely,29
enjoyed,7
menu,27
dipping,7
bad,9
decided,16
received,8
mushroom,6
near,6
hand,7
garlic,74
nit,7
left,7
thanks,10
yes,13
night,14
people,23
super,16
dinner,9
son,8
happy,12
inside,6
drive,7
check,8
pizzas,28
time,57
yummy,8
vegas,43
die,11
guy,8
eating,9
wait,17
usually,7
love,32
extra,6
visit,9
live,11
biaggios,12
reviews,18
meatball,37
awesome,27
sunday,6
spot,7
birthday,13
nour,6
words,6
thank,12
hot,15
lunch,12
half,9
didn,18
looking,16
pizzeria,31
care,9
couldn,14
yum,6
waited,6
cheese,58
fast,9
cheesy,8
size,7
bite,13
white,8
friend,11
tasted,13
nbiaggio,7
breakfast,13
sat,7
dining,9
price,7
marinara,8
salt,8
pastrami,13
gem,6
husband,15
review,14
chewy,8
reading,6
offered,6
ranch,6
touch,6
flavor,7
disappointed,9
served,8
slice,12
business,16
nmy,12
favorite,16
meal,12
strip,6
stars,18
valley,8
taste,19
tasty,14
wife,11
parmesan,6
fan,6
sub,15
crust,54
experience,23
amount,14
options,7
family,34
takes,6
door,6
town,25
greeted,14
huge,14
sandwich,17
tried,19
coming,6
short,6
soon,8
dough,13
style,11
sauce,45
return,8
nafter,7
food,92
found,20
house,14
lovers,9
calzone,8
owners,6
knots,65
feel,20
guess,8
wonderful,9
parm,12
outstanding,6
philly,6
added,7
plan,6
clean,11
pretty,14
art,6
please,6
probably,6
restaurant,30
sweet,11
crispy,18
finally,6
prices,12
arrived,8
person,7
customers,16
couple,7
bit,6
wings,54
absolutely,6
delivered,7
pepperoni,19
homemade,7
fried,13
called,15
nice,40
ago,8
walked,10
cooked,6
fresh,32
buffalo,6
friendly,44
try,54
spaghetti,8
sausage,21
waiting,7
makes,22
sugar,7
customer,28
salad,25
thin,10
meet,9
instead,6
establishment,6
stop,8
artichoke,9
mentioned,7
perfect,27
hands,8
day,12
york,8
craving,9
owner,57
quality,23
perfectly,9
lot,12
haven,6
loved,18
lover,9
able,6
bring,6
chicken,48
staff,18
meatballs,24
deliver,19
table,9
treat,10
ricotta,7
stromboli,30
mention,6
incredible,11
five,7
immediately,6
crisp,9
soft,8
italian,24
biaggio,182
home,19
pasta,7
getting,6
toppings,16
own,6
mushrooms,9
gluten,18
delivery,16
eat,36
minutes,18
supreme,11
ingredients,24
star,9
chance,6
priced,6
friends,8
yelp,27
baked,9
