words,count
nwe,22
worth,78
enjoy,12
bacon,39
nthe,61
told,13
pancakes,501
kids,8
daughter,9
items,12
fantastic,8
highly,19
music,7
recommend,30
excellent,8
times,27
nuts,6
amazing,63
disappoint,7
wrong,8
las,16
green,7
waited,19
muffin,6
savory,7
split,6
yourself,7
potatoes,24
meal,19
mean,7
adobo,89
saturday,6
velvet,261
free,7
ate,17
isn,10
delicious,78
wasn,15
thick,7
service,80
spinach,8
top,29
seated,27
mini,9
mind,16
mins,7
recommended,9
hollandaise,11
gravy,19
regular,16
mouth,14
don,52
definitely,64
left,6
bomb,7
enjoyed,13
toast,16
busy,19
menu,43
weekends,9
rick,17
rice,139
plate,10
stop,12
bad,21
steak,14
nut,17
decided,22
omg,11
country,10
beef,24
melted,6
nif,10
garlic,34
butter,12
kept,12
yes,11
note,7
easy,8
portuguese,17
people,33
phenomenal,6
super,23
filipino,17
plus,7
afternoon,7
son,12
absolutely,14
happy,16
portions,6
inside,14
tell,17
hungry,10
check,7
topped,16
weekend,6
nthis,12
time,108
stacks,25
atmosphere,8
yummy,18
finally,7
icing,7
choice,13
vegas,73
minute,14
cool,6
bring,10
die,9
hawaii,8
leave,6
quick,11
pork,26
eating,23
filled,9
french,10
slow,6
frosting,11
change,7
wait,149
crumbles,6
cinnamon,6
usually,13
love,67
flavors,13
live,9
chocolate,62
reviews,23
awesome,29
heard,16
sunday,16
flavored,8
spot,32
mac,13
crepe,7
maybe,17
nour,10
cute,6
babystacks,39
hot,9
lunch,16
half,13
name,10
didn,31
girl,11
looking,10
care,6
couldn,11
tasting,6
yum,9
cheese,78
fast,12
size,8
little,44
bite,29
white,21
friend,23
boyfriend,8
tasted,19
locations,10
breakfast,179
sat,6
especially,13
egg,38
drive,29
nthey,6
babycakes,65
corned,14
upgrade,7
texture,6
morning,28
husband,17
parking,9
review,15
reading,9
whipped,37
comes,16
nred,7
attentive,11
coffee,29
macadamia,16
trip,15
week,10
totally,7
omelette,31
burrito,15
rest,6
flavor,35
thinking,6
read,7
mom,7
world,7
disappointed,14
meat,12
server,13
served,15
nice,30
seating,7
overly,10
wheat,7
business,7
nmy,23
favorite,53
strip,26
skillet,22
lol,11
start,6
stars,9
omelet,51
trying,7
taste,38
rvp,9
cream,130
wife,12
original,8
month,6
dish,30
foster,10
smile,8
fan,22
decide,6
heaven,14
list,10
overload,6
hash,31
experience,9
amount,15
sweetness,6
options,7
family,20
glad,11
town,22
hour,11
share,10
salty,8
huge,28
browns,16
okay,7
tried,29
coming,15
short,43
crowded,6
sooo,6
soon,8
style,14
actually,12
sauce,19
wouldn,9
food,120
cupcake,6
bigger,7
found,12
biscuits,7
house,9
hard,7
finish,8
expect,7
kahlua,8
reason,12
imagine,7
feel,13
benedict,65
wonderful,12
syrup,64
banana,42
outstanding,7
added,16
eggs,101
eaten,9
traditional,9
pretty,38
hit,7
batter,7
hype,6
tender,6
close,8
visiting,11
wow,10
nutella,7
won,9
probably,12
restaurant,27
upgraded,7
cakes,17
sweet,56
simply,6
crispy,9
buttermilk,8
damn,7
else,19
prices,11
look,12
hostess,7
bill,7
omelettes,6
arrived,6
stack,57
canned,7
person,6
tables,7
location,20
bit,27
delish,9
nso,7
visit,16
servers,8
spam,16
homemade,15
hawaiian,23
line,15
fried,100
doesn,6
crepes,12
cafe,35
lemon,19
moco,22
clean,6
prepared,13
walked,8
cooked,18
fresh,15
buffalo,8
mores,19
kalua,41
peanut,8
friendly,40
dessert,13
try,103
sausage,31
waiting,23
nservice,7
pancake,64
weekday,6
makes,12
sister,6
baby,25
customer,9
salad,14
loco,22
pieces,10
carrot,22
onions,9
located,6
instead,7
entree,7
cabbage,11
poached,6
light,13
honestly,9
perfect,31
orange,6
ricotta,16
day,19
special,14
red,257
waitress,6
quality,9
wrapped,15
perfectly,10
fluffy,29
lot,10
loved,17
loves,8
dishes,11
able,6
sprinkled,7
looked,7
scrambled,7
selection,6
chicken,29
pleased,7
staff,28
local,20
ones,8
words,8
chips,16
course,12
stuff,9
packed,11
taking,6
table,23
seasoned,10
finished,6
brunch,19
plain,6
choices,6
party,10
drink,8
expand,7
bananas,6
liked,6
add,8
immediately,7
onion,7
home,21
getting,12
own,8
mushrooms,6
strawberries,6
eat,27
wish,11
cake,34
minutes,36
pie,16
pig,39
star,6
shredded,15
stay,9
friends,18
yelp,19
