words,count
nwe,11
asian,26
worth,30
employees,20
bacon,16
chef,31
dish,6
nthe,43
told,16
items,16
fantastic,15
highly,18
brought,10
music,6
recommend,33
type,7
tell,11
warm,7
excellent,24
foodie,7
times,18
amazing,99
disappoint,10
wrong,13
lot,9
las,17
green,11
savory,9
weeks,7
belly,45
combination,11
banh,43
meat,28
filling,8
reasonable,6
meal,30
bowls,8
little,45
free,6
ate,6
days,8
isn,7
delicious,104
wasn,16
loaded,6
service,85
top,46
dogs,254
serve,8
flavorful,15
recommended,8
exactly,6
regular,13
mouth,14
don,48
dog,586
jalapenos,8
definitely,81
bomb,12
enjoyed,13
nangry,6
menu,80
rice,7
stop,15
coast,22
relish,10
twice,8
bad,6
grilled,6
steak,7
decided,16
lots,7
omg,10
tasted,15
beef,39
life,10
chili,42
tastes,7
split,7
nif,14
greeted,12
garlic,24
kim,7
nit,7
burgers,15
left,8
mayo,60
fusion,25
unique,21
people,22
phenomenal,6
creative,14
corn,15
discount,6
super,53
bahn,15
dinner,10
son,7
east,8
amazingly,8
happy,18
offer,9
heat,6
portions,10
inside,11
classic,12
drive,14
check,22
topped,18
potato,19
nthis,16
time,108
yummy,17
finally,15
choice,8
vegas,46
cook,6
cool,12
cooks,6
die,8
leave,8
quick,9
guy,18
pork,66
seasoning,7
shared,11
wait,22
usually,13
love,91
extra,13
flavors,31
angry,144
visit,19
live,7
cashier,13
reviews,8
soup,14
crazy,17
awesome,49
heard,6
plus,8
spot,13
guys,11
maybe,9
truck,15
hot,346
lunch,23
half,6
ketchup,12
yeah,6
looking,19
couldn,14
cheese,60
yourself,8
sounds,9
size,9
checked,7
bite,27
friend,8
boyfriend,13
slaw,21
dining,6
topping,7
normal,7
price,12
especially,11
hungry,11
nthey,13
cheap,8
truly,7
husband,21
mom,6
review,15
comes,14
west,17
sahara,6
worry,6
bowl,8
trip,10
week,7
finish,8
favorites,15
totally,10
flavor,38
thinking,6
real,10
world,6
served,10
buldogis,83
pickles,8
mood,7
turkey,12
diced,6
nmy,16
favorite,33
mixed,7
strip,13
lol,10
start,8
stars,14
spicy,70
trying,18
tasty,32
puppy,7
wife,23
forget,8
messy,9
asada,66
attentive,7
jalape,13
fan,24
bulgogi,112
list,8
burger,33
experience,19
amount,11
pico,8
options,12
family,9
glad,12
town,17
henderson,6
share,8
salty,6
huge,31
tried,51
coming,23
dragon,16
egg,28
soon,9
style,10
actually,9
sauce,39
food,208
hotdogs,37
found,17
hard,9
owners,6
american,16
feel,12
gourmet,30
wonderful,10
believe,8
outstanding,6
juicy,12
philly,18
eaten,10
extremely,6
clean,14
notch,7
carne,68
pretty,28
hit,7
combinations,7
close,7
wow,10
won,8
restaurant,27
liked,13
sweet,35
crispy,12
damn,7
fire,6
mind,10
else,18
prices,20
look,13
sesame,6
sriracha,9
buckeye,19
euro,64
picky,6
person,6
hotdog,43
cheddar,10
cut,7
disappointed,14
workers,6
caesar,9
location,18
couple,9
bit,25
wings,7
helpful,19
absolutely,14
added,14
sauces,11
eating,22
santa,8
delish,7
impressed,7
tasting,6
fast,11
hawaiian,30
link,7
fries,348
fried,40
called,6
doesn,12
nice,54
mustard,13
ago,10
walked,9
cooked,16
fresh,34
friendly,69
outside,10
try,150
chicago,33
makes,18
chi,6
themselves,7
baby,7
customer,30
onions,24
located,6
instead,6
gallo,6
counter,9
honestly,8
perfect,23
choose,13
hands,9
front,6
day,24
special,27
southern,8
craving,12
owner,26
quality,21
perfectly,12
stomach,8
haven,23
loved,27
whenever,7
tonight,6
kimchee,7
dishes,7
able,9
hangover,11
mix,8
korean,55
looked,13
yum,16
pictures,6
atmosphere,6
bring,7
chicken,15
staff,37
local,6
joint,10
perfection,9
words,6
probably,18
course,7
stuff,12
kimchi,99
thank,6
wall,11
walk,8
table,10
taste,32
describe,9
plain,7
choices,6
party,6
ingredients,18
caramelized,6
teriyaki,7
checking,8
five,7
crisp,6
soft,7
didn,17
home,11
literally,6
buldogi,25
getting,13
toppings,37
own,19
bun,18
eat,41
wish,11
twist,9
goodness,7
variety,6
friends,13
yelp,32
portion,12
