words,count
nwe,6
told,50
luther,6
items,12
credit,9
call,36
tell,17
paperwork,7
oscar,8
phone,14
hold,6
wrong,16
las,7
purchase,21
office,7
fit,6
fix,11
weeks,27
headboard,6
arizona,6
free,7
days,21
wasn,6
service,52
top,7
tells,9
person,19
don,22
saying,6
bad,11
decided,6
received,8
fault,6
kept,8
corporate,7
left,10
deal,10
people,15
discount,7
months,12
rails,7
check,6
floor,8
warehouse,9
time,36
manager,25
finally,14
vegas,10
item,11
guy,12
wait,16
extra,8
reviews,7
cal,9
date,6
guys,9
truck,7
refund,6
half,8
didn,25
living,11
looking,8
correct,6
besides,6
care,7
dining,9
price,7
paid,13
sale,11
shop,13
leather,12
stupid,6
husband,20
seat,6
contract,8
cancel,9
mattress,18
offered,6
return,14
pay,8
week,10
money,23
furniture,84
table,16
business,11
stand,8
buying,8
sales,21
month,14
worst,9
unprofessional,6
hours,13
experience,14
pick,15
door,7
company,13
hour,7
purchased,14
tried,7
rude,6
coming,7
response,7
help,13
actually,9
found,7
house,11
hard,6
research,6
dont,12
feel,8
store,60
ashley,63
king,19
supposed,7
couch,42
fine,7
set,70
please,8
won,11
liked,6
else,6
look,14
mlk,7
ready,6
love,7
lady,8
location,9
customers,9
mirror,8
delivered,35
martin,6
called,22
doesn,6
nice,8
ago,6
walker,8
send,6
try,6
picked,8
waiting,15
customer,54
stock,6
mention,7
day,30
doing,6
sectional,8
completely,6
times,8
quality,6
bed,27
able,10
bedroom,31
words,6
calling,6
fixed,7
available,9
computer,6
horrible,14
bought,21
deliver,9
helped,6
stores,6
sofa,6
home,18
getting,9
buy,22
delivery,56
piece,12
minutes,11
dresser,12
