words,count
nwe,9
martinis,12
worth,11
jack,6
school,7
enjoy,15
bacon,134
street,6
nthe,60
machines,9
told,18
met,8
path,6
smoke,15
fantastic,9
nwhen,7
music,82
type,14
evening,8
excellent,9
bartender,46
vodka,30
times,20
machine,10
poker,12
wrong,7
las,32
band,45
rocks,8
dingy,8
mean,11
saturday,13
god,7
hang,17
free,33
days,8
isn,9
signature,14
loud,28
wasn,7
top,7
girls,13
ton,6
listen,6
matter,7
feeling,6
spent,11
seen,11
regular,9
plenty,7
don,74
metal,11
saying,8
random,14
earth,32
nyes,6
stop,17
despite,7
nasty,7
bar,270
twice,7
bad,18
shots,18
decided,10
lots,9
bathroom,27
quickly,7
beer,42
life,15
air,6
played,10
bottles,6
nin,7
nif,17
hand,9
nit,17
left,14
photobooth,8
photo,12
thanks,8
yes,26
tattooed,7
bands,65
possibly,6
night,93
crowd,19
people,68
dead,6
clubs,7
escape,6
beers,9
super,16
dinner,7
plus,7
afternoon,9
deal,11
call,8
happy,35
head,14
hear,12
true,12
inside,15
tell,14
classic,7
bourdain,10
floating,8
trip,19
shit,17
roll,7
welcome,8
weekend,8
glass,16
nthis,14
time,120
selection,11
charge,13
vegas,226
cool,48
leave,16
quick,7
guy,15
porn,15
sign,12
drinks,93
goes,7
staff,11
change,6
wait,7
box,24
boy,6
usually,7
love,93
bloody,15
visit,25
live,54
club,19
crazy,7
eclectic,7
awesome,45
fuck,6
pure,6
nyc,10
dive,146
spot,22
guys,9
remember,25
maybe,16
talk,6
course,12
thank,7
jim,8
amazing,32
killer,12
half,7
name,24
didn,22
rock,86
yeah,9
happen,6
morning,8
looking,31
seriously,7
care,8
couldn,7
punk,126
note,6
yourself,18
fast,6
sounds,7
city,12
little,30
friend,29
eyes,6
walking,9
shot,36
nthey,8
cheap,54
black,13
watching,8
truly,10
divey,8
parking,9
dives,8
review,8
outside,16
patrons,9
comes,6
mary,11
sticky,7
coolest,6
bathrooms,15
stickers,16
check,15
fruit,11
puke,23
totally,6
bottle,18
money,6
rest,7
except,6
real,25
dark,30
world,14
nice,14
gross,7
mood,6
dds,9
noon,6
nmy,8
favorite,31
ladies,9
wade,6
aren,10
lot,21
grungy,9
trying,7
dirty,34
toilet,21
videos,8
taste,15
tasty,12
gambling,10
midget,6
pool,36
wife,6
forget,9
bouncers,6
fat,8
fan,10
pbr,12
list,8
past,9
hasn,6
hours,13
strong,18
experience,18
door,17
stick,7
town,34
hour,25
tried,11
brett,6
coming,14
short,7
playing,32
soon,11
attitude,8
hell,10
actually,15
late,7
feel,25
wouldn,7
nafter,6
walls,23
found,10
week,9
house,11
hard,25
insurance,18
alcohol,6
ass,197
friday,8
story,6
reason,10
service,11
airport,7
expecting,6
dont,7
fancy,7
miss,8
hotel,9
believe,10
double,169
juice,174
graffiti,13
nights,15
play,18
sometimes,8
cover,19
clean,18
saloon,47
booze,10
fine,6
pretty,46
juke,23
hit,10
famous,6
bars,45
set,6
art,12
close,15
locals,35
visiting,6
won,14
probably,17
piss,8
drunk,25
sweet,13
whatever,6
finally,6
lived,6
else,13
anthony,8
prices,11
look,23
straight,8
kick,8
fun,39
loop,11
decor,6
shirt,11
concoction,7
read,7
delicious,6
moment,6
rockabilly,11
infused,8
person,6
nthat,7
spend,9
tables,21
pinball,8
location,7
couple,14
bit,10
lost,6
fucking,8
nyou,7
seeing,8
called,18
doesn,14
definitely,25
ago,13
nass,6
walked,14
friendly,22
drinking,12
stiff,6
try,38
video,16
booth,10
waiting,9
cab,13
casino,9
makes,20
heart,10
themselves,6
stage,6
sort,9
women,8
heard,13
meet,9
slim,10
schlitz,11
sip,6
vibe,7
establishment,10
sin,6
watch,7
martini,86
bartenders,38
looks,11
happiest,28
bunch,6
perfect,12
covered,15
jukebox,60
mention,8
hands,14
front,8
day,32
doing,6
strip,64
special,8
shut,12
conversation,9
strippers,7
scene,15
start,8
tourists,11
exactly,6
loved,9
mix,8
unless,8
atmosphere,13
anyway,7
bring,12
nwhat,6
local,24
beat,6
overall,6
joint,7
words,6
stuff,9
etc,13
wall,17
walk,12
table,8
decent,6
drank,9
surprisingly,6
bucks,7
party,8
drink,106
sets,6
drive,6
add,8
checking,6
home,33
getting,10
own,12
noticed,6
buy,7
reminds,9
wish,10
girl,9
monday,12
stay,16
friends,45
