words,count
nthe,13
told,21
items,6
credit,9
call,20
phone,11
travel,6
hot,9
las,16
free,8
days,6
loud,6
wasn,15
service,38
gym,6
shower,10
don,13
definitely,6
bar,9
bad,9
hotwire,10
priceline,15
speak,11
nit,6
left,6
yes,6
night,32
security,11
people,9
paid,8
super,6
trip,7
floor,6
weekend,9
beds,10
time,35
manager,8
charge,13
vegas,37
guy,11
water,11
wait,10
scam,6
hotels,13
spa,6
spg,11
staying,8
maybe,9
maid,6
happened,8
didn,24
receipt,6
card,11
little,9
checked,12
tell,8
breakfast,7
price,8
morning,9
parking,7
review,8
outside,6
tub,7
figured,7
situation,7
pay,7
westin,71
charges,8
charged,15
taxi,6
money,6
nice,11
business,13
lot,8
trying,6
pool,18
booked,9
calls,6
waived,7
worst,10
rate,8
hours,8
experience,11
door,14
stayed,14
rude,6
actually,7
resort,8
issue,7
terrible,10
feel,6
fees,18
guest,6
hotel,95
cleaned,6
check,31
clean,14
fine,7
starwood,9
close,7
available,9
restaurant,7
finally,9
look,8
cleaning,7
person,8
couple,6
delivered,6
run,6
called,20
reservation,10
casino,11
fee,20
customer,26
instead,8
mention,6
front,26
day,21
strip,24
times,15
management,10
system,6
stars,7
bed,17
staff,20
words,9
etc,7
walk,11
decent,7
lobby,8
add,6
desk,27
getting,11
included,7
minutes,9
star,14
stay,51
