words,count
monte,15
nwe,18
saved,6
worth,64
tickets,95
enjoy,35
nthe,62
blue,262
lights,27
told,9
kids,57
changed,11
fantastic,16
highly,26
brought,11
music,164
recommend,50
type,11
tell,9
adult,7
excellent,14
word,18
entertained,25
laughs,6
amazing,68
wrong,8
las,31
third,6
appreciate,7
expectations,8
band,30
effects,12
mean,7
venue,9
poncho,44
twice,9
nif,15
little,43
free,7
starts,8
isn,12
loud,27
wasn,18
service,8
top,13
seated,7
silly,6
feeling,6
boston,7
mind,23
talking,8
seen,80
recommended,8
laughed,13
don,82
crowd,25
definitely,63
entertaining,61
saying,12
participate,10
enjoyed,33
folks,6
colorful,6
watch,34
bad,18
decided,7
lots,17
omg,8
wear,11
com,9
speak,9
bathroom,6
expected,11
life,8
families,7
played,6
pick,7
hand,6
nit,15
kid,8
kept,10
musical,11
left,12
thanks,6
human,7
yes,11
easy,6
unique,17
gift,7
performing,6
night,19
deal,10
people,60
humor,41
phenomenal,6
creative,13
discount,14
super,22
dinner,9
plus,8
son,11
absolutely,27
call,12
head,10
inside,6
trip,21
picture,8
nthis,24
time,169
stick,6
dance,7
row,61
zone,22
finally,11
vegas,150
blast,15
minute,8
cool,24
level,14
bright,6
leave,9
participation,39
sign,6
change,9
weird,7
love,50
visit,7
live,25
visual,16
ponchos,18
reviews,17
laughter,7
crazy,14
awesome,76
heard,13
soleil,8
watching,10
nyc,8
birthday,10
date,8
guys,37
maybe,15
pulled,10
talk,6
marshmallows,6
half,15
didn,46
rock,20
happen,6
looking,18
couldn,9
waited,6
spoken,6
coming,6
yourself,18
sounds,8
friend,7
eyes,9
twinkies,9
sat,16
note,10
online,8
performance,42
theatre,12
price,34
paid,21
especially,12
luxor,16
shop,7
nthey,6
cheap,9
slow,9
skits,16
truly,8
stupid,6
husband,17
concert,6
seat,25
travelzoo,7
review,17
outside,8
reading,6
talented,8
tour,6
bmg,22
technology,6
pay,13
check,10
visually,11
finish,8
totally,17
theater,34
money,27
neon,6
spectacular,8
read,6
world,12
disappointed,7
audience,140
laughing,21
seating,16
provided,8
arts,6
nmy,10
drums,17
favorite,17
act,17
instruments,12
involvement,6
strip,14
lol,7
low,6
lot,47
complete,7
trying,10
buying,7
pull,8
describe,13
moved,9
girlfriend,8
finale,8
wife,10
original,8
expressions,9
children,8
smile,8
sound,7
sitting,16
ticket,31
section,21
nand,7
hours,6
experience,58
action,6
family,41
eye,6
splash,17
glad,18
town,7
hour,8
middle,7
sense,9
acts,8
lighting,6
short,6
playing,13
help,8
soon,8
paper,34
dont,7
style,6
comedic,7
actually,16
late,15
nafter,9
easily,6
found,14
heavy,8
house,8
energy,12
hard,23
idea,8
brother,7
engaging,6
expect,28
guess,6
reason,7
beginning,8
guest,6
expecting,11
feel,14
miss,7
cirque,20
interact,12
paint,32
wonderful,8
hotel,15
believe,8
performers,16
interactive,34
ages,12
play,15
english,6
extremely,6
performances,10
clean,8
ruin,6
pretty,28
hit,8
set,6
art,22
close,15
pictures,26
wow,20
won,20
probably,13
liked,12
simple,10
throughout,14
expensive,7
prices,8
look,11
fun,134
ready,6
funny,84
moment,7
person,17
strobe,7
parents,6
location,6
excited,7
surprised,9
couple,10
bit,38
towards,6
intense,6
seeing,41
nso,6
rows,24
line,7
highlight,7
adults,8
doesn,6
single,10
home,7
nice,9
energetic,9
ago,21
friendly,11
entire,24
try,13
visuals,11
carlo,15
giving,7
pipes,11
talent,8
involved,15
casino,10
opinion,7
makes,15
clever,6
started,8
balls,12
meet,9
instead,6
comedy,38
stop,15
light,8
sit,17
honestly,6
perfect,12
front,38
day,13
doing,7
entertainment,17
hilarious,24
completely,13
york,7
interaction,23
times,36
start,15
percussion,19
stars,20
haven,8
loved,84
pvc,12
comfortable,6
able,15
mix,6
unless,6
looked,6
bring,8
staff,6
beat,6
overall,11
lucky,8
words,19
stuff,25
view,7
nthere,14
closer,7
excitement,6
bought,12
spoil,12
drum,8
admit,9
toilet,20
walk,10
laugh,17
stunning,6
watched,13
party,10
lobby,8
center,12
seats,75
wet,14
five,6
facial,6
lost,7
stage,61
drumming,10
getting,13
buy,10
ear,9
wish,7
venetian,30
minutes,16
penny,8
beats,8
incredible,9
stay,10
chance,11
else,15
friends,16
yelp,6
